EXT,Anx
0,3
8,2
10,2
7,2
4,2
15,2
-7,3
-12,3
6,2
-6,3
1,2
-5,3
10,2
1,2
-8,3
11,2
16,2
12,2
-2,3
8,2
3,2
7,2
-8,3
-15,4
2,2
2,2
16,2
2,2
14,2
2,2
-8,3
-5,3
11,2
6,2
4,2
-12,3
1,2
10,2
0,3
3,2
2,2
-7,3
11,2
-12,3
-3,3
18,2
-7,3
-2,2
9,2
-8,3
-5,3
15,2
5,2
2,2
-1,3
-6,3
4,2
-1,3
7,2
-7,3
-17,3
9,2
-9,3
13,2
-9,0
-3,3
10,2
3,2
9,2
8,2
12,2
1,2
-6,3
-1,3
5,2
-10,3
6,2
8,2
-11,3
-16,3
-3,3
-1,3
-4,3
-14,3
-10,3
3,2
1,2
7,2
5,2
12,2
-7,3
12,2
-20,4
-3,3
8,2
-3,2
0,3
0,3
0,3
6,2
-3,3
-10,3
0,3
-12,3
9,2
7,2
9,2
2,2
9,2
-6,3
-14,3
-7,3
-14,3
2,2
-13,3
-1,3
-4,2
-5,3
-2,3
6,2
-14,3
15,2
-9,3
-2,3
-14,3
2,2
12,2
-16,4
-3,3
-3,3
-8,3
-8,3
0,3
2,2
1,2
-6,3
3,2
15,2
1,2
-11,3
6,2
-4,3
-9,3
10,2
10,2
4,2
9,2
8,2
12,2
2,2
3,2
-8,3
-1,3
-4,3
3,2
18,2
